Sigla Mercato;Anno;Mese;Settimana;DataCompleta;Prezzo
MI;2013;5;4;04/05/2013;264,5
MI;2013;5;5;05/05/2013;262,5
MI;2013;6;1;01/06/2013;262,5
MI;2013;6;2;02/06/2013;262,5
MI;2013;6;3;03/06/2013;262,5
MI;2013;6;4;04/06/2013;
MI;2013;7;1;01/07/2013;
MI;2013;7;2;02/07/2013;210,5
MI;2013;7;3;03/07/2013;209,5
MI;2013;7;4;04/07/2013;206,5
MI;2013;8;1;01/08/2013;206,5
MI;2013;8;4;04/08/2013;
MI;2013;8;5;05/08/2013;206,5
MI;2013;9;1;01/09/2013;206,5
MI;2013;9;2;02/09/2013;206,5
MI;2013;9;3;03/09/2013;205,5
MI;2013;9;4;04/09/2013;203,5
MI;2013;10;1;01/10/2013;202,5
MI;2013;10;2;02/10/2013;202,5
MI;2013;10;3;03/10/2013;205,5
MI;2013;10;4;04/10/2013;211,5
MI;2013;10;5;05/10/2013;214,5
MI;2013;11;1;01/11/2013;214,5
MI;2013;11;2;02/11/2013;216,5
MI;2013;11;3;03/11/2013;218,5
NA;2011;1;1;01/01/2011;
NA;2011;1;2;02/01/2011;
NA;2011;1;3;03/01/2011;
NA;2011;1;4;04/01/2011;
NA;2011;2;1;01/02/2011;
NA;2011;2;2;02/02/2011;
NA;2011;2;3;03/02/2011;
NA;2011;2;4;04/02/2011;
NA;2011;3;1;01/03/2011;
NA;2011;3;2;02/03/2011;
NA;2011;3;3;03/03/2011;
NA;2011;3;4;04/03/2011;
NA;2011;3;5;05/03/2011;
NA;2011;4;1;01/04/2011;
NA;2011;4;2;02/04/2011;
NA;2011;4;3;03/04/2011;
NA;2011;4;4;04/04/2011;
NA;2011;5;1;01/05/2011;
NA;2011;5;2;02/05/2011;
NA;2011;5;3;03/05/2011;
NA;2011;5;4;04/05/2011;
NA;2011;6;1;01/06/2011;
NA;2011;6;2;02/06/2011;
NA;2011;6;3;03/06/2011;
NA;2011;6;4;04/06/2011;
NA;2011;6;5;05/06/2011;
NA;2011;7;1;01/07/2011;226,5
NA;2011;7;2;02/07/2011;
NA;2011;7;3;03/07/2011;
NA;2011;7;4;04/07/2011;
NA;2011;8;4;04/08/2011;
NA;2011;9;1;01/09/2011;
NA;2011;9;2;02/09/2011;
NA;2011;9;3;03/09/2011;
NA;2011;9;4;04/09/2011;
NA;2011;9;5;05/09/2011;
NA;2011;10;1;01/10/2011;
NA;2011;10;2;02/10/2011;
NA;2011;10;3;03/10/2011;
NA;2011;10;4;04/10/2011;
NA;2011;11;1;01/11/2011;
NA;2011;11;2;02/11/2011;
NA;2011;11;3;03/11/2011;
NA;2011;11;4;04/11/2011;
NA;2011;12;1;01/12/2011;
NA;2011;12;2;02/12/2011;
NA;2011;12;3;03/12/2011;
NA;2011;12;4;04/12/2011;
NA;2011;12;5;05/12/2011;
NA;2012;1;1;01/01/2012;
NA;2012;1;2;02/01/2012;
NA;2012;1;3;03/01/2012;
NA;2012;1;4;04/01/2012;
NA;2012;2;1;01/02/2012;
NA;2012;2;2;02/02/2012;
NA;2012;2;3;03/02/2012;
NA;2012;2;4;04/02/2012;
NA;2012;3;1;01/03/2012;
NA;2012;3;2;02/03/2012;
NA;2012;3;3;03/03/2012;
NA;2012;3;4;04/03/2012;
NA;2012;3;5;05/03/2012;
NA;2012;4;1;01/04/2012;
NA;2012;4;2;02/04/2012;
NA;2012;4;3;03/04/2012;
NA;2012;5;1;01/05/2012;
NA;2012;5;2;02/05/2012;
NA;2012;5;3;03/05/2012;
NA;2012;5;4;04/05/2012;
NA;2012;5;5;05/05/2012;
NA;2012;6;1;01/06/2012;
NA;2012;6;2;02/06/2012;
NA;2012;6;3;03/06/2012;
NA;2012;6;4;04/06/2012;
NA;2012;7;1;01/07/2012;
NA;2012;7;2;02/07/2012;
NA;2012;7;3;03/07/2012;
NA;2012;7;4;04/07/2012;
NA;2012;8;1;01/08/2012;
NA;2012;8;4;04/08/2012;
NA;2012;8;5;05/08/2012;
NA;2012;9;1;01/09/2012;
NA;2012;9;2;02/09/2012;
NA;2012;9;3;03/09/2012;
NA;2012;9;4;04/09/2012;
NA;2012;10;1;01/10/2012;
NA;2012;10;2;02/10/2012;
NA;2012;10;3;03/10/2012;
NA;2012;10;4;04/10/2012;
NA;2012;11;1;01/11/2012;
NA;2012;11;2;02/11/2012;
NA;2012;11;3;03/11/2012;
NA;2012;11;4;04/11/2012;
NA;2012;11;5;05/11/2012;
NA;2012;12;1;01/12/2012;
NA;2012;12;2;02/12/2012;
NA;2012;12;3;03/12/2012;
NA;2013;1;1;01/01/2013;
NA;2013;1;2;02/01/2013;
NA;2013;1;3;03/01/2013;
NA;2013;1;4;04/01/2013;
NA;2013;1;5;05/01/2013;
NA;2013;2;1;01/02/2013;
NA;2013;2;2;02/02/2013;
NA;2013;2;3;03/02/2013;
NA;2013;2;4;04/02/2013;
NA;2013;3;1;01/03/2013;
NA;2013;3;2;02/03/2013;
NA;2013;3;3;03/03/2013;
NA;2013;3;4;04/03/2013;
NA;2013;4;1;01/04/2013;
NA;2013;4;2;02/04/2013;
NA;2013;4;3;03/04/2013;
NA;2013;4;4;04/04/2013;
NA;2013;5;1;01/05/2013;
NA;2013;5;2;02/05/2013;
NA;2013;5;3;03/05/2013;
NA;2013;5;4;04/05/2013;
NA;2013;5;5;05/05/2013;
NA;2013;6;1;01/06/2013;
NA;2013;6;2;02/06/2013;
NA;2013;6;3;03/06/2013;252,5
NA;2013;6;4;04/06/2013;247,5
NA;2013;7;1;01/07/2013;244
NA;2013;7;2;02/07/2013;241,5
NA;2013;7;3;03/07/2013;236,5
NA;2013;7;4;04/07/2013;220
NA;2013;8;1;01/08/2013;227,5
NA;2013;8;4;04/08/2013;
NA;2013;8;5;05/08/2013;222,5
NA;2013;9;1;01/09/2013;222,5
NA;2013;9;2;02/09/2013;222,5
NA;2013;9;3;03/09/2013;222,5
NA;2013;9;4;04/09/2013;222,5
NA;2013;10;1;01/10/2013;222,5
NA;2013;10;2;02/10/2013;222,5
NA;2013;10;3;03/10/2013;227,5
NA;2013;10;4;04/10/2013;232,5
NA;2013;10;5;05/10/2013;
NA;2013;11;1;01/11/2013;
NA;2013;11;2;02/11/2013;
NA;2013;11;3;03/11/2013;
PD;2011;1;1;01/01/2011;280,5
PD;2011;1;2;02/01/2011;288,5
PD;2011;1;3;03/01/2011;293,5
PD;2011;1;4;04/01/2011;295,5
PD;2011;2;1;01/02/2011;297,5
PD;2011;2;2;02/02/2011;297,5
PD;2011;2;3;03/02/2011;297,5
PD;2011;2;4;04/02/2011;291,5
PD;2011;3;1;01/03/2011;284,5
PD;2011;3;2;02/03/2011;270,5
PD;2011;3;3;03/03/2011;265,5
PD;2011;3;4;04/03/2011;263,5
PD;2011;3;5;05/03/2011;265,5
PD;2011;4;1;01/04/2011;271,5
PD;2011;4;2;02/04/2011;271,5
PD;2011;4;3;03/04/2011;273,5
PD;2011;4;4;04/04/2011;273,5
PD;2011;5;1;01/05/2011;269,5
PD;2011;5;2;02/05/2011;268,5
PD;2011;5;3;03/05/2011;272,5
PD;2011;5;4;04/05/2011;280,5
PD;2011;6;1;01/06/2011;
PD;2011;6;2;02/06/2011;
PD;2011;6;3;03/06/2011;
PD;2011;6;4;04/06/2011;
PD;2011;6;5;05/06/2011;215
PD;2011;7;1;01/07/2011;220,5
PD;2011;7;2;02/07/2011;220,5
PD;2011;7;3;03/07/2011;220
PD;2011;7;4;04/07/2011;220,5
PD;2011;8;4;04/08/2011;220,5
PD;2011;9;1;01/09/2011;222,5
PD;2011;9;2;02/09/2011;
PD;2011;9;3;03/09/2011;221
PD;2011;9;4;04/09/2011;217
PD;2011;9;5;05/09/2011;214
PD;2011;10;1;01/10/2011;209
PD;2011;10;2;02/10/2011;205
PD;2011;10;3;03/10/2011;205
PD;2011;10;4;04/10/2011;207
PD;2011;11;1;01/11/2011;208
PD;2011;11;2;02/11/2011;206
PD;2011;11;3;03/11/2011;204
PD;2011;11;4;04/11/2011;202
PD;2011;12;1;01/12/2011;202
PD;2011;12;2;02/12/2011;202
PD;2011;12;3;03/12/2011;203
PD;2011;12;4;04/12/2011;208,5
PD;2011;12;5;05/12/2011;208,5
PD;2012;1;1;01/01/2012;
PD;2012;1;2;02/01/2012;215,5
PD;2012;1;3;03/01/2012;215,5
PD;2012;1;4;04/01/2012;217,5
PD;2012;2;1;01/02/2012;222,5
PD;2012;2;2;02/02/2012;203,5
PD;2012;2;3;03/02/2012;221,5
PD;2012;2;4;04/02/2012;220,5
PD;2012;3;1;01/03/2012;217,5
PD;2012;3;2;02/03/2012;217
PD;2012;3;3;03/03/2012;220
PD;2012;3;4;04/03/2012;223
PD;2012;3;5;05/03/2012;226
PD;2012;4;1;01/04/2012;226,5
PD;2012;4;2;02/04/2012;226
PD;2012;4;3;03/04/2012;228,5
PD;2012;5;1;01/05/2012;236
PD;2012;5;2;02/05/2012;231
PD;2012;5;3;03/05/2012;226
PD;2012;5;4;04/05/2012;227,5
PD;2012;5;5;05/05/2012;227,5
PD;2012;6;1;01/06/2012;
PD;2012;6;2;02/06/2012;
PD;2012;6;3;03/06/2012;
PD;2012;6;4;04/06/2012;215
PD;2012;7;1;01/07/2012;231
PD;2012;7;2;02/07/2012;241
PD;2012;7;3;03/07/2012;254
PD;2012;7;4;04/07/2012;254
PD;2012;8;1;01/08/2012;258
PD;2012;8;4;04/08/2012;
PD;2012;8;5;05/08/2012;268
PD;2012;9;1;01/09/2012;
PD;2012;9;2;02/09/2012;264,5
PD;2012;9;3;03/09/2012;261,5
PD;2012;9;4;04/09/2012;261,5
PD;2012;10;1;01/10/2012;261,5
PD;2012;10;2;02/10/2012;261,5
PD;2012;10;3;03/10/2012;261,5
PD;2012;10;4;04/10/2012;265
PD;2012;11;1;01/11/2012;267
PD;2012;11;2;02/11/2012;271
PD;2012;11;3;03/11/2012;273
PD;2012;11;4;04/11/2012;275
PD;2012;11;5;05/11/2012;278
PD;2012;12;1;01/12/2012;278
PD;2012;12;2;02/12/2012;277,5
PD;2012;12;3;03/12/2012;
PD;2013;1;1;01/01/2013;275,5
PD;2013;1;2;02/01/2013;271
PD;2013;1;3;03/01/2013;271
PD;2013;1;4;04/01/2013;268
PD;2013;1;5;05/01/2013;264
PD;2013;2;1;01/02/2013;259
PD;2013;2;2;02/02/2013;252,5
PD;2013;2;3;03/02/2013;250,5
PD;2013;2;4;04/02/2013;250,5
PD;2013;3;1;01/03/2013;249,5
PD;2013;3;2;02/03/2013;249,5
PD;2013;3;3;03/03/2013;252,5
PD;2013;3;4;04/03/2013;
PD;2013;4;1;01/04/2013;257,5
PD;2013;4;2;02/04/2013;260,5
PD;2013;4;3;03/04/2013;263,5
PD;2013;4;4;04/04/2013;
PD;2013;5;1;01/05/2013;263,5
PD;2013;5;2;02/05/2013;260,5
PD;2013;5;3;03/05/2013;257,5
PD;2013;5;4;04/05/2013;255,5
PD;2013;5;5;05/05/2013;256,5
PD;2013;6;1;01/06/2013;
PD;2013;6;2;02/06/2013;
PD;2013;6;3;03/06/2013;
PD;2013;6;4;04/06/2013;
PD;2013;7;1;01/07/2013;192,5
PD;2013;7;2;02/07/2013;195,5
PD;2013;7;3;03/07/2013;192,5
PD;2013;7;4;04/07/2013;192,5
PD;2013;8;1;01/08/2013;192,5
PD;2013;8;4;04/08/2013;192,5
PD;2013;8;5;05/08/2013;195,5
PD;2013;9;1;01/09/2013;195,5
PD;2013;9;2;02/09/2013;195,5
PD;2013;9;3;03/09/2013;195,5
PD;2013;9;4;04/09/2013;193
PD;2013;10;1;01/10/2013;193
PD;2013;10;2;02/10/2013;195
PD;2013;10;3;03/10/2013;200
PD;2013;10;4;04/10/2013;205
PD;2013;10;5;05/10/2013;
PD;2013;11;1;01/11/2013;208
PD;2013;11;2;02/11/2013;208
PD;2013;11;3;03/11/2013;208
PG;2011;1;1;01/01/2011;
PG;2011;1;2;02/01/2011;255,6
PG;2011;1;3;03/01/2011;262,1
PG;2011;1;4;04/01/2011;266,6
PG;2011;2;1;01/02/2011;269,6
PG;2011;2;2;02/02/2011;269,6
PG;2011;2;3;03/02/2011;269,6
PG;2011;2;4;04/02/2011;269,6
PG;2011;3;1;01/03/2011;264,6
PG;2011;3;2;02/03/2011;259,6
PG;2011;3;3;03/03/2011;244,6
PG;2011;3;4;04/03/2011;239,6
PG;2011;3;5;05/03/2011;236,6
PG;2011;4;1;01/04/2011;238,6
PG;2011;4;2;02/04/2011;246,6
PG;2011;4;3;03/04/2011;246,6
PG;2011;4;4;04/04/2011;246,6
PG;2011;5;1;01/05/2011;246,6
PG;2011;5;2;02/05/2011;247,1
PG;2011;5;3;03/05/2011;221,1
PG;2011;5;4;04/05/2011;246,1
PG;2011;6;1;01/06/2011;249,6
PG;2011;6;2;02/06/2011;249,6
PG;2011;6;3;03/06/2011;
PG;2011;6;4;04/06/2011;
PG;2011;6;5;05/06/2011;
PG;2011;7;1;01/07/2011;204,6
PG;2011;7;2;02/07/2011;203,6
PG;2011;7;3;03/07/2011;203,6
PG;2011;7;4;04/07/2011;204,1
PG;2011;8;4;04/08/2011;204,1
PG;2011;9;1;01/09/2011;204,1
PG;2011;9;2;02/09/2011;274,6
PG;2011;9;3;03/09/2011;206,6
PG;2011;9;4;04/09/2011;204,6
PG;2011;9;5;05/09/2011;202,6
PG;2011;10;1;01/10/2011;275,1
PG;2011;10;2;02/10/2011;189,6
PG;2011;10;3;03/10/2011;184,6
PG;2011;10;4;04/10/2011;184,5
PG;2011;11;1;01/11/2011;
PG;2011;11;2;02/11/2011;184,6
PG;2011;11;3;03/11/2011;184,6
PG;2011;11;4;04/11/2011;182,6
PG;2011;12;1;01/12/2011;180,6
PG;2011;12;2;02/12/2011;180,6
PG;2011;12;3;03/12/2011;178,6
PG;2011;12;4;04/12/2011;178,5
PG;2011;12;5;05/12/2011;180,6
PG;2012;1;1;01/01/2012;
PG;2012;1;2;02/01/2012;186,6
PG;2012;1;3;03/01/2012;188,6
PG;2012;1;4;04/01/2012;188,6
PG;2012;2;1;01/02/2012;191,6
PG;2012;2;2;02/02/2012;199,6
PG;2012;2;3;03/02/2012;202,6
PG;2012;2;4;04/02/2012;199,6
PG;2012;3;1;01/03/2012;194,6
PG;2012;3;2;02/03/2012;191,6
PG;2012;3;3;03/03/2012;191,6
PG;2012;3;4;04/03/2012;192,6
PG;2012;3;5;05/03/2012;194,6
PG;2012;4;1;01/04/2012;199,6
PG;2012;4;2;02/04/2012;199,6
PG;2012;4;3;03/04/2012;199,6
PG;2012;5;1;01/05/2012;
PG;2012;5;2;02/05/2012;204,6
PG;2012;5;3;03/05/2012;204,6
PG;2012;5;4;04/05/2012;204,6
PG;2012;5;5;05/05/2012;204,6
PG;2012;6;1;01/06/2012;244,6
PG;2012;6;2;02/06/2012;202,6
PG;2012;6;3;03/06/2012;
PG;2012;6;4;04/06/2012;
PG;2012;7;1;01/07/2012;
PG;2012;7;2;02/07/2012;
PG;2012;7;3;03/07/2012;
PG;2012;7;4;04/07/2012;
PG;2012;8;1;01/08/2012;
PG;2012;8;4;04/08/2012;
PG;2012;8;5;05/08/2012;
PG;2012;9;1;01/09/2012;
PG;2012;9;2;02/09/2012;
PG;2012;9;3;03/09/2012;
PG;2012;9;4;04/09/2012;
PG;2012;10;1;01/10/2012;
PG;2012;10;2;02/10/2012;
PG;2012;10;3;03/10/2012;
PG;2012;10;4;04/10/2012;
PG;2012;11;1;01/11/2012;
PG;2012;11;2;02/11/2012;
PG;2012;11;3;03/11/2012;
PG;2012;11;4;04/11/2012;
PG;2012;11;5;05/11/2012;
PG;2012;12;1;01/12/2012;
PG;2012;12;2;02/12/2012;
PG;2012;12;3;03/12/2012;
PG;2013;1;1;01/01/2013;
PG;2013;1;2;02/01/2013;
PG;2013;1;3;03/01/2013;
PG;2013;1;4;04/01/2013;
PG;2013;1;5;05/01/2013;
PG;2013;2;1;01/02/2013;
PG;2013;2;2;02/02/2013;
PG;2013;2;3;03/02/2013;
PG;2013;2;4;04/02/2013;
PG;2013;3;1;01/03/2013;
PG;2013;3;2;02/03/2013;
PG;2013;3;3;03/03/2013;
PG;2013;3;4;04/03/2013;
PG;2013;4;1;01/04/2013;
PG;2013;4;2;02/04/2013;
PG;2013;4;3;03/04/2013;
PG;2013;4;4;04/04/2013;
PG;2013;5;1;01/05/2013;
PG;2013;5;2;02/05/2013;
PG;2013;5;3;03/05/2013;
PG;2013;5;4;04/05/2013;
PG;2013;5;5;05/05/2013;
PG;2013;6;1;01/06/2013;
PG;2013;6;2;02/06/2013;
PG;2013;6;3;03/06/2013;
PG;2013;6;4;04/06/2013;
PG;2013;7;1;01/07/2013;
PG;2013;7;2;02/07/2013;189,6
PG;2013;7;3;03/07/2013;187,6
PG;2013;7;4;04/07/2013;185,6
PG;2013;8;1;01/08/2013;181,6
PG;2013;8;4;04/08/2013;181,6
PG;2013;8;5;05/08/2013;179,6
PG;2013;9;1;01/09/2013;179,6
PG;2013;9;2;02/09/2013;179,6
PG;2013;9;3;03/09/2013;179,6
PG;2013;9;4;04/09/2013;177,6
PG;2013;10;1;01/10/2013;175,6
PG;2013;10;2;02/10/2013;175,6
PG;2013;10;3;03/10/2013;175,6
PG;2013;10;4;04/10/2013;180,6
PG;2013;10;5;05/10/2013;183,6
PG;2013;11;1;01/11/2013;185,6
PG;2013;11;2;02/11/2013;185,6
PG;2013;11;3;03/11/2013;186,6
RM;2011;1;1;01/01/2011;263
RM;2011;1;2;02/01/2011;273
RM;2011;1;3;03/01/2011;275
RM;2011;1;4;04/01/2011;278
RM;2011;2;1;01/02/2011;280
RM;2011;2;2;02/02/2011;280
RM;2011;2;3;03/02/2011;280
RM;2011;2;4;04/02/2011;280
RM;2011;3;1;01/03/2011;275
RM;2011;3;2;02/03/2011;270
RM;2011;3;3;03/03/2011;255
RM;2011;3;4;04/03/2011;255
RM;2011;3;5;05/03/2011;258
RM;2011;4;1;01/04/2011;266
RM;2011;4;2;02/04/2011;266
RM;2011;4;3;03/04/2011;266
RM;2011;4;4;04/04/2011;269
RM;2011;5;1;01/05/2011;266
RM;2011;5;2;02/05/2011;266,5
RM;2011;5;3;03/05/2011;266,5
RM;2011;5;4;04/05/2011;269,5
RM;2011;6;1;01/06/2011;269
RM;2011;6;2;02/06/2011;269
RM;2011;6;3;03/06/2011;269
RM;2011;6;4;04/06/2011;
RM;2011;6;5;05/06/2011;
RM;2011;7;1;01/07/2011;225
RM;2011;7;2;02/07/2011;222,5
RM;2011;7;3;03/07/2011;225
RM;2011;7;4;04/07/2011;227
RM;2011;8;4;04/08/2011;
RM;2011;9;1;01/09/2011;230
RM;2011;9;2;02/09/2011;233
RM;2011;9;3;03/09/2011;235
RM;2011;9;4;04/09/2011;233
RM;2011;9;5;05/09/2011;231
RM;2011;10;1;01/10/2011;222
RM;2011;10;2;02/10/2011;223
RM;2011;10;3;03/10/2011;223
RM;2011;10;4;04/10/2011;223
RM;2011;11;1;01/11/2011;220
RM;2011;11;2;02/11/2011;220
RM;2011;11;3;03/11/2011;220
RM;2011;11;4;04/11/2011;217
RM;2011;12;1;01/12/2011;217
RM;2011;12;2;02/12/2011;217
RM;2011;12;3;03/12/2011;215
RM;2011;12;4;04/12/2011;217
RM;2011;12;5;05/12/2011;
RM;2012;1;1;01/01/2012;221
RM;2012;1;2;02/01/2012;224
RM;2012;1;3;03/01/2012;224
RM;2012;1;4;04/01/2012;224
RM;2012;2;1;01/02/2012;227
RM;2012;2;2;02/02/2012;227
RM;2012;2;3;03/02/2012;230
RM;2012;2;4;04/02/2012;228
RM;2012;3;1;01/03/2012;223
RM;2012;3;2;02/03/2012;220
RM;2012;3;3;03/03/2012;222
RM;2012;3;4;04/03/2012;222
RM;2012;3;5;05/03/2012;225
RM;2012;4;1;01/04/2012;228
RM;2012;4;2;02/04/2012;228
RM;2012;4;3;03/04/2012;228
RM;2012;5;1;01/05/2012;231
RM;2012;5;2;02/05/2012;231
RM;2012;5;3;03/05/2012;231
RM;2012;5;4;04/05/2012;230
RM;2012;5;5;05/05/2012;230
RM;2012;6;1;01/06/2012;228
RM;2012;6;2;02/06/2012;
RM;2012;6;3;03/06/2012;
RM;2012;6;4;04/06/2012;
RM;2012;7;1;01/07/2012;215
RM;2012;7;2;02/07/2012;225
RM;2012;7;3;03/07/2012;235
RM;2012;7;4;04/07/2012;239
RM;2012;8;1;01/08/2012;244
RM;2012;8;4;04/08/2012;
RM;2012;8;5;05/08/2012;254
RM;2012;9;1;01/09/2012;254
RM;2012;9;2;02/09/2012;254
RM;2012;9;3;03/09/2012;251
RM;2012;9;4;04/09/2012;251
RM;2012;10;1;01/10/2012;251
RM;2012;10;2;02/10/2012;251
RM;2012;10;3;03/10/2012;251
RM;2012;10;4;04/10/2012;251
RM;2012;11;1;01/11/2012;252
RM;2012;11;2;02/11/2012;
RM;2012;11;3;03/11/2012;258
RM;2012;11;4;04/11/2012;261
RM;2012;11;5;05/11/2012;263
RM;2012;12;1;01/12/2012;263
RM;2012;12;2;02/12/2012;
RM;2012;12;3;03/12/2012;263
RM;2013;1;1;01/01/2013;
RM;2013;1;2;02/01/2013;260
RM;2013;1;3;03/01/2013;258
RM;2013;1;4;04/01/2013;
RM;2013;1;5;05/01/2013;256
RM;2013;2;1;01/02/2013;253
RM;2013;2;2;02/02/2013;
RM;2013;2;3;03/02/2013;
RM;2013;2;4;04/02/2013;244
RM;2013;3;1;01/03/2013;
RM;2013;3;2;02/03/2013;241
RM;2013;3;3;03/03/2013;241
RM;2013;3;4;04/03/2013;245
RM;2013;4;1;01/04/2013;245
RM;2013;4;2;02/04/2013;248
RM;2013;4;3;03/04/2013;250
RM;2013;4;4;04/04/2013;250
RM;2013;5;1;01/05/2013;
RM;2013;5;2;02/05/2013;250
RM;2013;5;3;03/05/2013;248
RM;2013;5;4;04/05/2013;246
RM;2013;5;5;05/05/2013;244
RM;2013;6;1;01/06/2013;244
RM;2013;6;2;02/06/2013;
RM;2013;6;3;03/06/2013;
RM;2013;6;4;04/06/2013;
RM;2013;7;1;01/07/2013;
RM;2013;7;2;02/07/2013;212,5
RM;2013;7;3;03/07/2013;212,5
RM;2013;7;4;04/07/2013;210,5
RM;2013;8;1;01/08/2013;208,5
RM;2013;8;4;04/08/2013;
RM;2013;8;5;05/08/2013;208,5
RM;2013;9;1;01/09/2013;208,5
RM;2013;9;2;02/09/2013;208,5
RM;2013;9;3;03/09/2013;208,5
RM;2013;9;4;04/09/2013;206,5
RM;2013;10;1;01/10/2013;206,5
RM;2013;10;2;02/10/2013;206,5
RM;2013;10;3;03/10/2013;208,5
RM;2013;10;4;04/10/2013;210,5
RM;2013;10;5;05/10/2013;212,5
RM;2013;11;1;01/11/2013;212,5
RM;2013;11;2;02/11/2013;212,5
RM;2013;11;3;03/11/2013;212,5
TO;2011;1;1;01/01/2011;
TO;2011;1;2;02/01/2011;283
TO;2011;1;3;03/01/2011;287,5
TO;2011;1;4;04/01/2011;290
TO;2011;2;1;01/02/2011;293
TO;2011;2;2;02/02/2011;293
TO;2011;2;3;03/02/2011;291
TO;2011;2;4;04/02/2011;283
TO;2011;3;1;01/03/2011;281
TO;2011;3;2;02/03/2011;263
TO;2011;3;3;03/03/2011;248
TO;2011;3;4;04/03/2011;253
TO;2011;3;5;05/03/2011;260
TO;2011;4;1;01/04/2011;267
TO;2011;4;2;02/04/2011;265
TO;2011;4;3;03/04/2011;269
TO;2011;4;4;04/04/2011;269
TO;2011;5;1;01/05/2011;264
TO;2011;5;2;02/05/2011;264
TO;2011;5;3;03/05/2011;269
TO;2011;5;4;04/05/2011;272
TO;2011;6;1;01/06/2011;
TO;2011;6;2;02/06/2011;272
TO;2011;6;3;03/06/2011;
TO;2011;6;4;04/06/2011;
TO;2011;6;5;05/06/2011;217,5
TO;2011;7;1;01/07/2011;217,5
TO;2011;7;2;02/07/2011;217,5
TO;2011;7;3;03/07/2011;222,5
TO;2011;7;4;04/07/2011;
TO;2011;8;4;04/08/2011;227,5
TO;2011;9;1;01/09/2011;230,5
TO;2011;9;2;02/09/2011;
TO;2011;9;3;03/09/2011;
TO;2011;9;4;04/09/2011;
TO;2011;9;5;05/09/2011;218,5
TO;2011;10;1;01/10/2011;
TO;2011;10;3;03/10/2011;212,5
TO;2011;10;4;04/10/2011;
TO;2011;11;1;01/11/2011;215
TO;2011;11;2;02/11/2011;215
TO;2011;11;3;03/11/2011;211
TO;2011;11;4;04/11/2011;206
TO;2011;12;1;01/12/2011;206
TO;2011;12;2;02/12/2011;
TO;2011;12;3;03/12/2011;206
TO;2011;12;4;04/12/2011;224
TO;2011;12;5;05/12/2011;
TO;2012;1;1;01/01/2012;219
TO;2012;1;2;02/01/2012;219
TO;2012;1;3;03/01/2012;222
TO;2012;1;4;04/01/2012;226
TO;2012;2;1;01/02/2012;234
TO;2012;2;2;02/02/2012;237
TO;2012;2;3;03/02/2012;231
TO;2012;2;4;04/02/2012;228
TO;2012;3;1;01/03/2012;231
TO;2012;3;2;02/03/2012;227
TO;2012;3;3;03/03/2012;229
TO;2012;3;4;04/03/2012;230
TO;2012;3;5;05/03/2012;234
TO;2012;4;1;01/04/2012;234
TO;2012;4;2;02/04/2012;234
TO;2012;4;3;03/04/2012;235
TO;2012;5;1;01/05/2012;243
TO;2012;5;2;02/05/2012;239
TO;2012;5;3;03/05/2012;239
TO;2012;5;4;04/05/2012;239
TO;2012;5;5;05/05/2012;239
TO;2012;6;1;01/06/2012;234
TO;2012;6;2;02/06/2012;234
TO;2012;6;3;03/06/2012;
TO;2012;6;4;04/06/2012;
TO;2012;7;1;01/07/2012;227,5
TO;2012;7;2;02/07/2012;239,5
TO;2012;7;3;03/07/2012;248,5
TO;2012;7;4;04/07/2012;253,5
TO;2012;8;1;01/08/2012;253,5
TO;2012;8;4;04/08/2012;268,5
TO;2012;8;5;05/08/2012;268,5
TO;2012;9;1;01/09/2012;265,5
TO;2012;9;2;02/09/2012;268,5
TO;2012;9;3;03/09/2012;266,5
TO;2012;9;4;04/09/2012;266,5
TO;2012;10;1;01/10/2012;266,5
TO;2012;10;2;02/10/2012;268,5
TO;2012;10;3;03/10/2012;268,5
TO;2012;10;4;04/10/2012;270,5
TO;2012;11;1;01/11/2012;
TO;2012;11;2;02/11/2012;276,5
TO;2012;11;3;03/11/2012;278,5
TO;2012;11;4;04/11/2012;278,5
TO;2012;11;5;05/11/2012;283,5
TO;2012;12;1;01/12/2012;283,5
TO;2012;12;2;02/12/2012;283,5
TO;2012;12;3;03/12/2012;278,5
TO;2013;1;1;01/01/2013;275,5
TO;2013;1;2;02/01/2013;269,5
TO;2013;1;3;03/01/2013;273,5
TO;2013;1;4;04/01/2013;273,5
TO;2013;1;5;05/01/2013;268,5
TO;2013;2;1;01/02/2013;263,5
TO;2013;2;2;02/02/2013;260,5
TO;2013;2;3;03/02/2013;260,5
TO;2013;2;4;04/02/2013;258,5
TO;2013;3;1;01/03/2013;256,5
TO;2013;3;2;02/03/2013;254,5
TO;2013;3;3;03/03/2013;258,5
TO;2013;3;4;04/03/2013;263,5
TO;2013;4;1;01/04/2013;263,5
TO;2013;4;2;02/04/2013;263,5
TO;2013;4;3;03/04/2013;266,5
TO;2013;4;4;04/04/2013;
TO;2013;5;1;01/05/2013;266,5
TO;2013;5;2;02/05/2013;256,5
TO;2013;5;3;03/05/2013;258,5
TO;2013;5;4;04/05/2013;258,5
TO;2013;5;5;05/05/2013;258,5
TO;2013;6;1;01/06/2013;258,5
TO;2013;6;2;02/06/2013;258,5
TO;2013;6;3;03/06/2013;
TO;2013;6;4;04/06/2013;
TO;2013;7;1;01/07/2013;
TO;2013;7;2;02/07/2013;207
TO;2013;7;3;03/07/2013;204
TO;2013;7;4;04/07/2013;202
